2007-03-06, 20:20,-18.8,0.1,4.9,1.7,4.9,1.8,4.4,1.7,4.4,1.8,4.1,1.7,323.4,21.5,318.8,27.9,323.6,34.6,4.9,4.4
2007-03-06, 20:30,-18.8,0,6,2.1,6.1,2.2,5.5,2.1,5.4,2.1,5,2.1,324.1,19.7,318.2,18.9,316.9,23.5,6.1,5.5
2007-03-06, 20:40,-18.7,0,5.8,1.8,5.8,1.7,5.2,1.6,5.3,1.7,4.7,1.6,312.4,20.6,305.7,22.5,305.9,27.9,5.8,5.3
2007-03-06, 20:50,-18.7,0,6.6,2.2,6.6,2.3,5.6,2.2,5.6,2.3,5,2.3,317.1,18.9,311.6,22.5,312.4,25.6,6.6,5.6
2007-03-06, 21:00,-18.7,0.1,7.2,2.2,7.1,2.1,6.3,2.2,6.4,2.2,5.8,2.1,319.5,20.6,316.7,24.5,316.7,25.6,7.2,6.4
2007-03-06, 21:10,-18.7,0,7,2,6.9,2,6.1,2,6.2,2.1,5.6,1.8,317.1,18.1,312.6,22.5,313.1,21.5,7,6.2
2007-03-06, 21:20,-18.7,0.1,7,2.1,6.8,2.1,6,2.1,6,2.1,5.3,2,323.6,23.5,319.3,23.5,320.6,26.7,7,6
2007-03-06, 21:30,-18.7,0,7.4,2.4,7.4,2.4,6.5,2.3,6.6,2.3,6,2.3,320.4,18.9,317.8,22.5,319.5,23.5,7.4,6.6
2007-03-06, 21:40,-18.7,0.1,5.7,2.2,5.8,2.3,5,2.1,5.1,2.1,4.5,1.9,318.6,21.5,315.8,22.5,319.5,24.5,5.8,5.1
2007-03-06, 21:50,-18.9,0.1,7.5,2.4,7.5,2.4,6.6,2.2,6.7,2.2,6,2.1,320.8,16.6,316.7,19.7,317.1,23.5,7.5,6.7
2007-03-06, 22:00,-18.8,0,7.5,2.1,7.4,2.2,6.6,2.2,6.6,2.1,6.1,2.1,322.1,15.9,317.8,18.1,319.7,21.5,7.5,6.6
2007-03-06, 22:10,-18.9,0.1,7.2,1.7,7.3,1.7,6.4,1.7,6.4,1.7,5.7,1.6,322.7,15.2,319.1,18.9,318.8,20.6,7.3,6.4
2007-03-06, 22:20,-19,0,7,1.5,7,1.5,6.1,1.7,6.1,1.7,5.4,1.7,320.6,15.2,315,16.6,315,20.6,7,6.1
2007-03-06, 22:30,-19,0,6.9,1.9,7,2,6.1,2.1,6.2,2,5.4,2,317.1,15.2,312,15.9,313.9,16.6,7,6.2
2007-03-06, 22:40,-19,0.1,7.4,2.2,7.2,2.2,6.4,2.1,6.4,2.3,5.6,2.1,318.6,16.6,313.3,19.7,316.3,22.5,7.4,6.4
2007-03-06, 22:50,-19,0,7.3,1.5,7.2,1.5,6.2,1.5,6.2,1.5,5.3,1.5,320.1,13.9,313.1,17.3,315.6,19.7,7.3,6.2
2007-03-06, 23:00,-19,0,8.2,1.7,8.1,1.7,7.1,1.8,7.1,1.9,6.1,1.9,320.8,13.4,312.9,15.9,313.3,18.1,8.2,7.1
2007-03-06, 23:10,-19,0,9.4,1.5,9.3,1.7,8.1,1.8,8.3,1.8,7,1.8,319.9,12.2,314.8,13.4,316,16.6,9.4,8.3
2007-03-06, 23:20,-19.1,0,7.6,1.5,7.7,1.5,6.7,1.5,6.7,1.5,5.9,1.5,321,13.4,315.2,15.2,314.6,18.1,7.7,6.7
2007-03-06, 23:30,-19.2,0,6.5,1.7,6.6,1.7,5.5,1.7,5.5,1.7,4.7,1.6,319.3,14.6,314.6,18.1,314.8,21.5,6.6,5.5
2007-03-06, 23:40,-19.3,0,5.9,1.2,5.9,1.2,5.2,1.3,5.3,1.3,4.6,1.2,319.5,11.7,313.3,15.9,315.4,18.9,5.9,5.3
2007-03-06, 23:50,-19.1,0.1,5.3,1.4,5.3,1.5,4.7,1.3,4.7,1.4,4.2,1.3,326.7,15.2,319.1,16.6,320.1,19.7,5.3,4.7
2007-03-07, 00:00,-19,0.1,5,1.2,5,1.3,4.5,1.3,4.5,1.4,4.1,1.4,333.2,13.4,328,15.9,328.7,15.9,5,4.5
2007-03-07, 00:10,-19,0,4.6,1,4.7,1,4.2,1,4.2,1,3.7,1.1,326.5,10.8,320.4,13.9,323,17.3,4.7,4.2
2007-03-07, 00:20,-18.9,0,5.5,1.1,5.6,1,4.9,1.2,5,1.2,4.3,1.1,327.6,12.8,321,15.2,322.3,16.6,5.6,5
2007-03-07, 00:30,-18.8,0,5,1.1,5.2,1.1,4.4,1.1,4.5,1.1,3.9,1.1,323,13.4,318.8,15.2,320.6,15.9,5.2,4.5
2007-03-07, 00:40,-18.8,0,4.9,1.2,4.9,1.2,4.3,1.2,4.3,1.3,3.8,1.4,325.6,13.4,323.2,15.9,324.7,17.3,4.9,4.3
2007-03-07, 00:50,-18.8,0,5.2,1.3,5.2,1.4,4.4,1.3,4.4,1.3,3.9,1.4,323,15.2,317.3,17.3,318,20.6,5.2,4.4
2007-03-07, 01:00,-18.8,0,4.5,1,4.6,1,4,1.1,4,1.1,3.6,1.1,322.5,14.6,316.3,16.6,314.8,18.1,4.6,4
2007-03-07, 01:10,-18.8,0.1,3.1,1.4,3.1,1.5,2.8,1.3,2.7,1.3,2.2,1.3,323.4,18.9,314.3,24.5,314.6,26.7,3.1,2.8
2007-03-07, 01:20,-19,0,2.9,1.3,3,1.3,2.6,1.3,2.6,1.4,2.2,1.4,319.5,23.5,307.4,23.5,307.8,34.6,3,2.6
2007-03-07, 01:30,-19,0.1,2.1,0.8,2.3,0.7,1.9,0.6,1.8,0.7,1.4,0.7,305.9,22.5,299.8,25.6,308.4,46.9,2.3,1.9
2007-03-07, 01:40,-19,0,2.2,0.8,2.3,0.9,2.1,0.7,2,0.7,1.5,0.6,311.2,30.4,303.9,27.9,297.8,33.2,2.3,2.1
2007-03-07, 01:50,-19,0,1.9,1.1,2.1,1.1,1.8,1,1.7,1,1.5,1,307.6,20.6,309.5,24.5,305.5,37.8,2.1,1.8
2007-03-07, 02:00,-19,0,2,1.2,2.1,1.2,1.8,1,1.8,1.1,1.5,1,302,21.5,297.2,18.9,298.2,22.5,2.1,1.8
2007-03-07, 02:10,-19,0,2,0.7,2.1,0.7,1.8,0.7,1.7,0.7,1.3,0.8,285.7,23.5,281.7,22.5,284.6,21.5,2.1,1.8
2007-03-07, 02:20,-19,0,2,1,2.1,1,1.9,0.9,1.9,0.9,1.6,0.9,308.6,18.9,295.2,21.5,295.4,25.6,2.1,1.9
2007-03-07, 02:30,-18.8,0.1,1.9,0.7,2.1,0.7,1.7,0.6,1.7,0.6,1.3,0.7,318.8,24.5,307,26.7,309.5,33.2,2.1,1.7
2007-03-07, 02:40,-18.7,0,3.5,0.9,3.6,0.9,3.2,1,3.2,1,2.8,1.1,299.8,18.1,295.4,16.6,296.4,18.9,3.6,3.2
2007-03-07, 02:50,-18.5,0,3.9,1,4,1,3.6,1,3.6,1.1,3.2,1.1,307.4,15.9,301.8,18.9,303.7,20.6,4,3.6
2007-03-07, 03:00,-18.4,0,2.9,0.7,3,0.7,2.8,0.8,2.8,0.8,2.4,0.9,307.4,15.9,301.4,17.3,302,17.3,3,2.8
2007-03-07, 03:10,-18.3,0,2.8,0.8,2.9,0.8,2.5,0.7,2.5,0.8,2.1,0.9,298.6,16.6,291.2,15.9,291.8,18.9,2.9,2.5
2007-03-07, 03:20,-18.2,0,3.6,0.7,3.7,0.8,3.3,0.8,3.3,0.8,3,0.8,306.8,13.9,302,17.3,301.2,19.7,3.7,3.3
2007-03-07, 03:30,-18.1,0.1,4.4,1.3,4.5,1.3,4.1,1.2,4.2,1.2,3.6,1.2,305.9,12.8,300.4,14.6,303.1,18.9,4.5,4.2
2007-03-07, 03:40,-18,0,4.8,1,4.8,1,4.2,1,4.2,1,3.6,1,319.3,15.9,316.5,18.9,315.6,19.7,4.8,4.2
2007-03-07, 03:50,-18,0,4.3,1.1,4.4,1,3.9,1.1,3.9,1.1,3.4,1.1,313.9,14.6,311.8,17.3,312,21.5,4.4,3.9
2007-03-07, 04:00,-17.9,0,4.8,1,4.8,1,4.1,1,4,1,3.5,1,312.2,14.6,306.8,20.6,306.2,18.1,4.8,4.1
2007-03-07, 04:10,-17.9,0,4.2,1.1,4.2,1.1,3.7,1.2,3.6,1.2,3.1,1.1,309.1,13.9,302,15.9,302.4,18.9,4.2,3.7
2007-03-07, 04:20,-17.9,0,4.3,1,4.3,1,3.8,1,3.8,1,3.3,1,307,18.9,304.9,21.5,304.5,24.5,4.3,3.8
2007-03-07, 04:30,-17.9,0,4.9,0.9,4.9,1,4.3,1,4.3,1,3.7,1.2,298,13.9,292,14.6,293.6,18.9,4.9,4.3
2007-03-07, 04:40,-17.9,0,4.6,1,4.6,1,3.7,1,3.7,1.1,3.1,1.1,304.5,13.4,301.8,17.3,301.6,20.6,4.6,3.7
2007-03-07, 04:50,-17.9,0,4.2,1.1,4.2,1.2,3.7,1.2,3.6,1.2,3.1,1.2,305.5,15.9,300.6,19.7,301.8,22.5,4.2,3.7
2007-03-07, 05:00,-17.9,0,4.5,1.3,4.6,1.3,4,1.3,4,1.3,3.4,1.3,302.2,12.8,296.2,14.6,295.6,19.7,4.6,4
2007-03-07, 05:10,-17.9,0,3.9,0.9,4,0.9,3.5,1,3.5,1,3,1.1,299.6,12.2,293.6,15.2,294.4,19.7,4,3.5
2007-03-07, 05:20,-17.9,0,2.5,0.4,2.6,0.4,2.1,0.5,2,0.5,1.7,0.5,280,13.4,274.7,15.9,271,18.9,2.6,2.1
2007-03-07, 05:30,-18,0,2.6,0.7,2.7,0.6,2.5,0.7,2.5,0.7,2.2,0.8,276.4,12.8,274,15.9,272.7,19.7,2.7,2.5
2007-03-07, 05:40,-18.1,0,2.8,0.5,2.8,0.5,2.6,0.6,2.5,0.7,2.2,0.7,278.3,13.9,278.1,17.3,279.2,17.3,2.8,2.6
2007-03-07, 05:50,-18.1,0,3.1,0.6,3.2,0.6,2.8,0.6,2.7,0.7,2.3,0.7,290.4,10.3,284.8,12.8,285.1,15.9,3.2,2.8
2007-03-07, 06:00,-18.1,0,2.9,0.6,3,0.6,2.6,0.6,2.5,0.6,2.1,0.6,296.2,10.3,290.2,13.4,290.4,16.6,3,2.6
2007-03-07, 06:10,-18.1,0,2.3,0.6,2.4,0.6,2.1,0.7,2,0.8,1.8,0.8,295.2,10.8,290,11.2,291.2,20.6,2.4,2.1
2007-03-07, 06:20,-18.2,0,1.8,0.5,2,0.4,1.7,0.4,1.6,0.5,1.2,0.5,290.4,11.7,279.4,14.6,281.7,16.6,2,1.7
2007-03-07, 06:30,-18.2,0,1.7,0.4,1.9,0.4,1.6,0.4,1.5,0.4,1.1,0.5,291.8,7.9,281.1,9.4,285.1,14.6,1.9,1.6
2007-03-07, 06:40,-18.3,0,1.8,0.4,2,0.4,1.7,0.4,1.6,0.5,1.2,0.5,290,8.3,282.8,9.9,282.6,12.2,2,1.7
2007-03-07, 06:50,-18.3,0,1.6,0.5,1.8,0.4,1.4,0.5,1.3,0.5,1,0.5,290.4,6.7,283.6,9.9,284.2,15.2,1.8,1.4
2007-03-07, 07:00,-18.1,0.1,0.9,0.3,1.2,0.3,1,0.3,0.9,0.3,0.6,0.3,286.3,9.4,282.6,0.3,274.5,7.3,1.2,1
2007-03-07, 07:10,-17.8,0,0.9,0.3,1.1,0.3,1.2,0.3,1.1,0.3,1,0.3,270.7,9.4,266.1,16.6,262.4,11.2,1.1,1.2
2007-03-07, 07:20,-17.6,0,0.6,0.3,0.7,0.4,0.7,0.4,0.6,0.4,0.5,0.3,274.9,10.3,263.6,6.1,264.1,8.3,0.7,0.7
2007-03-07, 07:30,-17.4,0,1.2,0.7,1.3,0.7,1.3,0.7,1.2,0.7,1.1,0.7,289,17.3,271,18.9,264.1,22.5,1.3,1.3
2007-03-07, 07:40,-17.4,0,1.8,0.7,2.1,0.7,1.9,0.6,1.9,0.6,1.6,0.6,284.6,14.6,283.4,17.3,281.7,20.6,2.1,1.9
2007-03-07, 07:50,-17.4,0,1.4,0.7,1.6,0.7,1.4,0.8,1.3,0.8,1.2,0.8,277.9,16.6,275.7,12.2,270.5,13.4,1.6,1.4
2007-03-07, 08:00,-17.1,0,1.7,0.5,1.9,0.5,1.7,0.6,1.6,0.6,1.4,0.6,276.4,21.5,263.8,21.5,266.7,23.5,1.9,1.7
2007-03-07, 08:10,-16.5,0.2,1.9,0.5,2,0.4,1.9,0.5,1.8,0.5,1.6,0.5,269,15.2,261.3,14.6,260.1,15.2,2,1.9
2007-03-07, 08:20,-16.3,0,1.6,0.8,1.7,0.8,1.5,0.8,1.4,0.8,1.2,0.7,298.4,30.4,286.5,19.7,293.8,30.4,1.7,1.5
2007-03-07, 08:30,-15.6,0.2,2.6,1.3,2.6,1.3,2.6,1.1,2.4,1.2,2.2,1.1,285.7,37.8,267.6,33.2,270.5,39.5,2.6,2.6
2007-03-07, 08:40,-15.2,0.1,4.1,1.2,4.2,1.2,3.6,1.2,3.6,1.3,3.2,1.2,291,18.1,286.9,21.5,283.4,24.5,4.2,3.6
2007-03-07, 08:50,-14.9,0.1,5.9,0.8,6,0.8,5.5,0.9,5.4,1,4.7,1.2,294.2,14.6,288.8,15.9,287.1,22.5,6,5.5
2007-03-07, 09:00,-14.1,0.1,4.5,1.3,4.4,1.2,4.1,1.3,4,1.3,3.5,1.3,277.7,19.7,272.9,21.5,270.8,25.6,4.5,4.1
2007-03-07, 09:10,-13.6,0.2,3.9,1.3,3.8,1.2,3.5,1.1,3.3,1.2,3,1.2,278.5,23.5,272.1,26.7,267.6,31.8,3.9,3.5
2007-03-07, 09:20,-13.5,0,5.7,1.2,5.7,1.2,4.9,1.3,5,1.4,4.5,1.3,303.1,13.4,299.4,17.3,301.2,20.6,5.7,5
2007-03-07, 09:30,-13.4,0.1,6.2,1,6.2,1,5.7,1.2,5.7,1.2,5.1,1.3,295,7.9,290.8,12.8,291.2,18.9,6.2,5.7
2007-03-07, 09:40,-12.7,0.1,5.6,1.3,5.6,1.3,5,1.2,5.1,1.2,4.4,1.3,295.6,11.7,292,18.9,291.2,22.5,5.6,5.1
2007-03-07, 09:50,-12.7,0.1,4.3,1.1,4.4,1.1,4,1.1,4.1,1.1,3.7,1.2,313.3,16.6,308.2,20.6,307.8,23.5,4.4,4.1
2007-03-07, 10:00,-12.1,0.1,5.1,1.5,5.2,1.5,4.8,1.5,4.8,1.5,4.3,1.5,287.3,15.2,283.6,18.1,280,23.5,5.2,4.8
2007-03-07, 10:10,-11.5,0.1,5.1,1.3,5.1,1.4,4.6,1.4,4.6,1.4,4,1.4,294.6,17.3,288.8,24.5,288.6,25.6,5.1,4.6
2007-03-07, 10:20,-11.4,0.3,5.2,1.3,5.2,1.3,4.7,1.3,4.7,1.4,4.1,1.5,304.9,21.5,299.6,21.5,300.2,23.5,5.2,4.7
2007-03-07, 10:30,-10.7,0.3,5.6,1.7,5.6,1.7,4.9,1.8,4.8,1.8,4.3,1.7,303.7,19.7,300.2,30.4,304.1,34.6,5.6,4.9
2007-03-07, 10:40,-10.4,0.3,4.4,1.2,4.4,1.2,3.9,1.2,3.8,1.2,3.3,1.3,290.6,18.9,286.3,24.5,285,31.8,4.4,3.9
2007-03-07, 10:50,-10.4,0.2,4.9,1.4,4.9,1.5,4.4,1.3,4.3,1.3,3.8,1.3,297.4,24.5,293.8,26.7,295.4,31.8,4.9,4.4
2007-03-07, 11:00,-10.2,0.3,5.6,1.8,5.5,1.8,5,1.8,5,1.8,4.5,1.7,303.7,18.9,297.8,22.5,298.6,25.6,5.6,5
2007-03-07, 11:10,-10.1,0.2,6.7,1,6.7,1,6.2,1.2,6.1,1.2,5.6,1.3,288.6,11.2,283.2,13.9,283.4,18.1,6.7,6.2
2007-03-07, 11:20,-9.3,0.2,4.7,1.1,4.5,1.2,4.4,1.1,4.2,1.2,3.8,1.1,278.8,26.7,269.2,22.5,267.7,25.6,4.7,4.4
2007-03-07, 11:30,-9,0.2,4,1.5,3.9,1.5,3.5,1.5,3.4,1.5,3.3,1.5,285.1,31.8,279.4,43,283.2,53.4,4,3.5
2007-03-07, 11:40,-8.4,0.1,6,1.1,6,1.2,5.5,1.3,5.5,1.5,5.1,1.5,279.6,16.6,272.3,18.1,270.1,21.5,6,5.5
2007-03-07, 11:50,-8.8,0.1,5.4,1,5.3,1,4.9,1,4.8,1.1,4.4,1,274.7,13.9,269,17.3,267.9,18.9,5.4,4.9
2007-03-07, 12:00,-7.9,0.2,5.2,1.5,5,1.4,4.6,1.6,4.5,1.6,3.9,1.6,273.2,33.2,272.1,31.8,265.6,41.2,5.2,4.6
2007-03-07, 12:10,-8,0.3,5.4,1.3,5.3,1.4,4.8,1.5,4.8,1.5,4.4,1.4,285.5,18.9,280.2,21.5,276.6,26.7,5.4,4.8
2007-03-07, 12:20,-8.7,0.2,5.6,1.2,5.6,1.3,5,1.2,5,1.3,4.5,1.4,290.6,15.9,284,20.6,284.4,23.5,5.6,5
2007-03-07, 12:30,-8.8,0.3,6.3,1.2,6.3,1.2,5.7,1.2,5.6,1.2,5.1,1.3,283.6,13.9,278.1,18.1,276,21.5,6.3,5.7
2007-03-07, 12:40,-8,0,5.4,1.4,5.2,1.5,5,1.4,4.9,1.4,4.5,1.3,281.7,24.5,277.2,23.5,276.2,24.5,5.4,5
2007-03-07, 12:50,-9.6,0.6,5.2,1,5.1,1,4.7,1.1,4.6,1,4.1,1.2,284.6,15.9,278.8,18.1,275.8,21.5,5.2,4.7
2007-03-07, 13:00,-10.2,0,3.4,1.2,3.4,1.2,3,1.2,2.9,1.2,2.6,1.2,302,27.9,299.2,29.1,298,31.8,3.4,3
2007-03-07, 13:10,-8.5,0.5,3.6,1.7,3.4,1.5,3.3,1.7,3.1,1.7,2.9,1.7,263.1,36.2,254.5,36.2,248.5,51.2,3.6,3.3
2007-03-07, 13:20,-8.5,0.5,5,1.3,5,1.3,4.5,1.3,4.4,1.3,3.9,1.2,292.2,25.6,281.7,30.4,277.5,34.6,5,4.5
2007-03-07, 13:30,-7.6,0.2,4.3,1.5,4.3,1.5,3.9,1.6,3.9,1.6,3.7,1.5,317.3,21.5,315.4,24.5,318,31.8,4.3,3.9
2007-03-07, 13:40,-8.5,0.5,5.7,1.3,5.6,1.4,5,1.2,5,1.3,4.4,1.2,297.8,19.7,291.4,24.5,292.2,29.1,5.7,5
2007-03-07, 13:50,-7.2,0.3,5.7,1.7,5.6,1.8,5.2,1.9,5.2,1.9,4.8,1.8,296.8,22.5,294.2,23.5,294,26.7,5.7,5.2
2007-03-07, 14:00,-7.6,0.3,5.8,1.5,5.7,1.5,5.2,1.4,5.2,1.5,4.7,1.3,285.7,13.9,280.9,15.9,279,19.7,5.8,5.2
2007-03-07, 14:10,-8,0.4,3.7,1.1,3.7,1.1,3.4,1,3.4,1,3.1,1,299.8,31.8,296.2,36.2,296,43,3.7,3.4
2007-03-07, 14:20,-7.8,0.3,4.9,0.9,4.9,1,4.6,1,4.6,1.1,4.3,1.1,341.6,21.5,337,23.5,336.8,23.5,4.9,4.6
2007-03-07, 14:30,-7.5,0,5.2,1.3,5.2,1.4,4.8,1.5,4.9,1.5,4.4,1.5,301.8,22.5,297.4,23.5,297.2,25.6,5.2,4.9
2007-03-07, 14:40,-7.1,0.2,4.6,1.3,4.4,1.3,4.3,1.5,4.1,1.5,3.8,1.4,296.2,33.2,292.2,34.6,293.2,36.2,4.6,4.3
2007-03-07, 14:50,-6.8,0,4.5,1.3,4.4,1.3,4,1.3,4,1.3,3.7,1.1,301.4,24.5,296.2,27.9,296,33.2,4.5,4
2007-03-07, 15:00,-7,0,5,1.4,5,1.4,4.5,1.4,4.6,1.4,4.3,1.4,321.7,18.1,316.5,18.9,315.6,20.6,5,4.6
2007-03-07, 15:10,-7.2,0.3,4.4,1.1,4.4,1.1,3.8,1.1,3.9,1.1,3.4,1.1,302,21.5,295.6,22.5,293,29.1,4.4,3.9
2007-03-07, 15:20,-7.2,0.2,5.4,1,5.5,1,4.8,1.2,4.8,1.2,4.4,1.1,301.4,24.5,295.8,25.6,293.4,30.4,5.5,4.8
2007-03-07, 15:30,-7.3,0.1,6.4,1.7,6.3,1.8,5.8,1.8,5.7,1.9,5.1,2,285.1,17.3,277.2,21.5,280.4,27.9,6.4,5.8
2007-03-07, 15:40,-7.7,0.1,4.4,2,4.3,2,3.9,1.7,3.8,1.7,3.3,1.7,296.4,27.9,290.4,34.6,289.8,37.8,4.4,3.9
2007-03-07, 15:50,-8.1,0.3,5,1.3,5.1,1.3,4.5,1.3,4.6,1.3,4.2,1.3,330.9,13.4,326.3,17.3,329.1,19.7,5.1,4.6
2007-03-07, 16:00,-8.4,0,5.3,1.1,5.4,1.2,4.6,1.2,4.7,1.3,4.4,1.2,329.1,14.6,325.8,16.6,328.9,20.6,5.4,4.7
2007-03-07, 16:10,-8.5,0.2,5.7,1.2,5.8,1.2,5.2,1.3,5.2,1.3,4.8,1.5,329.8,13.9,327.4,16.6,327.6,17.3,5.8,5.2
2007-03-07, 16:20,-9.2,0,5.5,1.7,5.6,1.8,5,1.6,5.2,1.6,4.7,1.5,316.3,17.3,313.1,18.1,316.5,20.6,5.6,5.2
2007-03-07, 16:30,-9.4,0.1,5,1.2,5,1.2,4.3,1.3,4.4,1.3,3.9,1.4,306.8,18.1,304.1,18.9,305.5,22.5,5,4.4
2007-03-07, 16:40,-9.6,0,5.3,1.2,5.4,1.3,4.8,1.3,4.9,1.4,4.4,1.5,323.2,15.2,317.8,18.1,318.8,19.7,5.4,4.9
2007-03-07, 16:50,-9.9,0.1,4.1,1.4,4.1,1.3,3.4,1.4,3.4,1.4,3,1.3,317.5,17.3,310.5,21.5,313.9,23.5,4.1,3.4
2007-03-07, 17:00,-10,0.1,3.9,1.1,4,1.1,3.4,1.1,3.4,1.1,3.1,1,316,19.7,315.2,23.5,314.6,27.9,4,3.4
2007-03-07, 17:10,-10.1,0.1,3.7,1.1,3.7,1.1,3.2,1.1,3.2,1,2.9,1,321,18.9,316.3,19.7,317.5,20.6,3.7,3.2
2007-03-07, 17:20,-10.5,0.1,3.6,1.2,3.6,1.2,3.1,1.1,3,1.2,2.6,1.2,306.2,19.7,306.4,41.2,300,39.5,3.6,3.1
2007-03-07, 17:30,-10.7,0,4.3,1.5,4.4,1.5,3.6,1.3,3.6,1.3,2.9,1.3,319.9,13.4,316.3,16.6,316.3,21.5,4.4,3.6
2007-03-07, 17:40,-10.9,0.1,5.3,1,5.3,1,4.4,1.1,4.4,1.2,3.8,1.2,313.3,11.7,306.2,16.6,307.8,18.9,5.3,4.4
2007-03-07, 17:50,-11,0,4.9,1.2,4.9,1.2,4.1,1.2,4.2,1.2,3.7,1.1,315.4,15.9,310.5,17.3,311.4,20.6,4.9,4.2
2007-03-07, 18:00,-11.1,0,4.6,1,4.6,1,3.9,1,3.9,1,3.3,1.1,313.7,12.8,307,15.2,309.5,24.5,4.6,3.9
2007-03-07, 18:10,-11.3,0,4.9,1.1,4.9,1.2,4.1,1.1,4.1,1.1,3.5,1.2,314.3,14.6,308.9,17.3,310.1,18.9,4.9,4.1
2007-03-07, 18:20,-11.4,0,5,1.3,5.1,1.3,4.1,1.2,4.2,1.3,3.7,1.2,317.3,13.9,313.3,16.6,313.3,20.6,5.1,4.2
2007-03-07, 18:30,-11.6,0.1,4.7,1,4.7,1.1,3.9,1.1,3.9,1.1,3.4,1,315.6,13.9,310.5,18.1,311.6,18.9,4.7,3.9
2007-03-07, 18:40,-11.7,0,4.6,1,4.5,1,3.9,1,3.9,1,3.4,1,319.5,12.2,314.3,18.9,316,18.9,4.6,3.9
2007-03-07, 18:50,-11.9,0,5,1,5,1,4.1,1,4.2,1,3.6,1,319.5,12.2,312.6,15.2,313.7,18.1,5,4.2
2007-03-07, 19:00,-12.1,0,5.2,1,5.2,1.1,4.3,1.2,4.4,1.2,3.7,1.2,315.6,13.4,308.2,16.6,309.1,18.1,5.2,4.4
2007-03-07, 19:10,-12.2,0,4.7,0.9,4.7,0.9,4.1,1,4.2,1,3.7,1,315.6,12.2,312,13.9,313.3,18.1,4.7,4.2
2007-03-07, 19:20,-12.3,0,5,0.9,5.1,0.9,4.1,1,4.2,1,3.6,0.9,319.1,10.8,314.3,14.6,317.8,17.3,5.1,4.2
2007-03-07, 19:30,-12.4,0,6.4,1.4,6.5,1.4,5.5,1.4,5.6,1.4,4.9,1.4,317.1,12.8,310.5,16.6,312,19.7,6.5,5.6
2007-03-07, 19:40,-12.3,0,6.8,1.2,6.7,1.2,5.7,1.4,5.7,1.4,4.8,1.4,313.3,13.4,310.5,17.3,313.3,22.5,6.8,5.7
2007-03-07, 19:50,-12.5,0,7.6,1.5,7.7,1.5,6.5,1.6,6.6,1.7,5.7,1.6,316.3,12.2,310.1,15.9,312.2,19.7,7.7,6.6
2007-03-07, 20:00,-12.5,0,7.1,1.5,7.1,1.5,6,1.7,6,1.7,5.1,1.7,316.5,13.4,311.6,17.3,310.5,19.7,7.1,6
2007-03-07, 20:10,-12.7,0.1,6.7,1.7,6.7,1.7,5.7,1.7,5.7,1.7,5.1,1.7,312.2,13.9,309.1,17.3,314.6,20.6,6.7,5.7
2007-03-07, 20:20,-12.8,0,5.8,1.4,5.7,1.5,5,1.4,4.9,1.5,4.3,1.4,314.8,13.9,307,16.6,308.9,18.1,5.8,5
2007-03-07, 20:30,-12.8,0,6.2,1.3,6.2,1.3,5.1,1.4,5.1,1.4,4.3,1.3,311.2,12.8,307,16.6,308.4,21.5,6.2,5.1
2007-03-07, 20:40,-12.8,0,6.1,1.5,6.2,1.5,5.2,1.5,5.3,1.6,4.6,1.5,319.5,13.4,313.1,17.3,311,18.9,6.2,5.3
2007-03-07, 20:50,-12.9,0,5.3,1.2,5.2,1.3,4.4,1.3,4.4,1.3,3.9,1.3,310.7,13.9,306.6,18.1,309.9,19.7,5.3,4.4
2007-03-07, 21:00,-13,0,5.7,1.2,5.6,1.2,4.9,1.2,4.9,1.2,4.1,1.2,312.4,15.2,309.7,18.9,312.4,24.5,5.7,4.9
2007-03-07, 21:10,-13,0,4.8,1.3,4.8,1.3,4.1,1.3,4.1,1.3,3.6,1.2,317.3,14.6,311.8,18.1,313.9,20.6,4.8,4.1
2007-03-07, 21:20,-13.1,0,5.2,1.2,5.3,1.2,4.4,1.3,4.4,1.3,3.7,1.2,316,14.6,313.7,16.6,316.5,18.9,5.3,4.4
2007-03-07, 21:30,-13.1,0,5.4,1,5.4,1,4.7,1.1,4.7,1.1,4.2,1.2,307.8,13.9,302.2,15.9,303.3,20.6,5.4,4.7
2007-03-07, 21:40,-13.2,0.1,3.4,1.3,3.4,1.3,2.9,1.3,2.9,1.3,2.4,1.3,307,18.1,303.9,21.5,302.4,29.1,3.4,2.9
2007-03-07, 21:50,-13.2,0.1,2.9,1.4,3,1.4,2.5,1.3,2.4,1.3,2.2,1.4,308.6,21.5,303.5,21.5,305.3,30.4,3,2.5
2007-03-07, 22:00,-13.3,0.1,2.5,1.6,2.6,1.7,2.3,1.5,2.2,1.5,2,1.4,322.5,31.8,329.4,34.6,329.8,37.8,2.6,2.3
2007-03-07, 22:10,-13.2,0.1,2.3,1.4,2.3,1.4,1.9,1.3,1.9,1.4,1.8,1.2,328.3,33.2,323.4,49,328.9,44.9,2.3,1.9
2007-03-07, 22:20,-13.5,0.2,2.4,1,2.5,1,2,0.9,1.9,0.9,1.7,1,321.4,27.9,317.8,30.4,332.1,37.8,2.5,2
2007-03-07, 22:30,-13.5,0.1,2.5,1.2,2.4,1.2,2,1.1,2,1.1,1.7,1,314.6,21.5,309.9,29.1,298.6,37.8,2.5,2
2007-03-07, 22:40,-13.6,0.1,2.1,0.9,2.1,0.9,1.6,0.9,1.6,0.9,1.3,0.8,315.8,22.5,313.9,25.6,312.2,33.2,2.1,1.6
